County_Index,State_Code,SVI,Metro
3188,WI ,Low,Non-metro
3189,WI ,Low-Mod,Non-metro
3190,WI ,Low-Mod,Non-metro
3191,WI ,Low,Non-metro
3192,WI ,Low-Mod,Non-metro
3193,WI ,Low,Non-metro
3194,WI ,Low,Metro
3195,WI ,Low,Metro
3196,WI ,Low,Non-metro
3197,WI ,Low-Mod,Non-metro
3198,WI ,Low,Metro
3199,WI ,Low,Non-metro
3200,WY ,Low,Non-metro
3201,WY ,Low-Mod,Non-metro
3202,WY ,Low-Mod,Non-metro
3203,WY ,Mod-High,Non-metro
3204,WY ,Low,Non-metro
3205,WY ,Low,Non-metro
3206,WY ,Mod-High,Non-metro
3207,WY ,Low-Mod,Non-metro
3208,WY ,Low,Non-metro
3209,WY ,Low,Non-metro
3210,WY ,Low-Mod,Metro
3211,WY ,Low,Non-metro
3212,WY ,Low-Mod,Metro
3213,WY ,Low-Mod,Non-metro
3214,WY ,Low,Non-metro
3215,WY ,Low,Non-metro
3216,WY ,Low,Non-metro
3217,WY ,Low,Non-metro
3218,WY ,Low-Mod,Non-metro
3219,WY ,Low,Non-metro
3220,WY ,Low-Mod,Non-metro
3221,WY ,Low-Mod,Non-metro
3222,WY ,Low-Mod,Non-metro
